blk_street,latitude,longitude,
940 JURONG WEST ST 91,1.343354,103.6889646,
918 JURONG WEST ST 91,1.3406355,103.6871324,
115 PASIR RIS ST 11,1.368905,103.9552336,
419 PASIR RIS DR 6,1.3714713,103.9546897,
506 PASIR RIS ST 52,1.3770049,103.9447859,
422 SERANGOON CTRL,1.3488685,103.8759323,
136 SERANGOON NTH AVE 2,1.3681279,103.8749385,
523 SERANGOON NTH AVE 4,1.373136,103.8730265,
405 SERANGOON AVE 1,1.3476241,103.8727385,
407 SERANGOON AVE 1,1.3472019,103.8729424,
141 SERANGOON NTH AVE 2,1.3685702,103.8744855,
501 SERANGOON NTH AVE 4,1.3743005,103.8760002,
423 SERANGOON CTRL,1.3485046,103.8755699,
138 SERANGOON NTH AVE 2,1.368282,103.875571,
888A TAMPINES ST 81,1.3505433,103.9308719,
164 SIMEI RD,1.3460336,103.9585677,
869 TAMPINES ST 83,1.3546824,103.9334779,
870 TAMPINES ST 83,1.3543164,103.9334779,
157 SIMEI RD,1.3446493,103.9594039,
159 SIMEI RD,1.3448657,103.9599479,
867 TAMPINES ST 83,1.3551185,103.9340217,
251 KIM KEAT LINK,1.3315722,103.8571926,
252 KIM KEAT LINK,1.331238,103.857235,
160 WOODLANDS ST 13,1.4333367,103.7746749,
112 LENGKONG TIGA,1.3234906,103.9112673,
646 JLN TENAGA,1.3313262,103.9064035,
150 SILAT AVE,1.2771309,103.831453,
10 TOH YI DR,1.3376784,103.7733174,
106 TECK WHYE LANE,1.3779405,103.7528575,
124 TECK WHYE LANE,1.3800851,103.7496893,
104 TECK WHYE LANE,1.3770603,103.752948,
215 CHOA CHU KANG CTRL,1.3829593,103.7471547,
224 CHOA CHU KANG CTRL,1.3806999,103.7448918,
101 TECK WHYE LANE,1.3779314,103.7543963,
547 HOUGANG ST 51,1.3792078,103.892022,
429 HOUGANG AVE 6,1.3754485,103.893814,
455 HOUGANG AVE 10,1.3774627,103.8955947,
562 HOUGANG ST 51,1.380954,103.889115,
507 JURONG WEST ST 52,1.3492,103.7183764,
945 JURONG WEST ST 91,1.3442335,103.6901429,
976 JURONG WEST ST 93,1.33981,103.693516,
979 JURONG WEST ST 93,1.3395869,103.6943934,
827 JURONG WEST ST 81,1.345609,103.6930385,
702 JURONG WEST ST 71,1.3420179,103.6952303,
937 JURONG WEST ST 91,1.3425601,103.6900729,
114 LOR 3 GEYLANG,1.3116006,103.8740823,
118 PASIR RIS ST 11,1.3670586,103.954803,
103 PASIR RIS ST 12,1.3677335,103.9582933,
114 PASIR RIS ST 11,1.3684667,103.9550523,
421 PASIR RIS DR 6,1.3711051,103.9546897,
485 PASIR RIS DR 4,1.3743849,103.9608584,
567 PASIR RIS ST 51,1.3692329,103.9493411,
459 PASIR RIS DR 4,1.37099,103.9597178,
418 PASIR RIS DR 6,1.3718396,103.9543271,
401 SERANGOON AVE 1,1.3463945,103.8733048,
426 SERANGOON AVE 1,1.3477732,103.876288,
419 SERANGOON CTRL,1.3490651,103.8756855,
424 SERANGOON CTRL,1.34812,103.8755925,
302 TAMPINES ST 32,1.3525057,103.955143,
872 TAMPINES ST 84,1.3542317,103.9323222,
485B TAMPINES AVE 9,1.3598188,103.9564122,
253 KIM KEAT AVE,1.331142,103.8577789,
401 YISHUN AVE 6,1.4270218,103.8471233,
608 YISHUN ST 61,1.4208771,103.8352836,
113 LENGKONG TIGA,1.3236305,103.9119068,
10F BEDOK STH AVE 2,1.3221701,103.9370129,
643 BEDOK RESERVOIR RD,1.3310738,103.9058122,
107 LENGKONG TIGA,1.3249391,103.9101622,
151 BISHAN ST 11,1.3451427,103.8555932,
454 SIN MING AVE,1.3591653,103.8306379,
150A BISHAN ST 11,1.3447044,103.8554121,
274 BT BATOK EAST AVE 4,1.347912,103.757988,
352 BT BATOK ST 34,1.3616165,103.7494177,
28 TIONG BAHRU RD,1.2857107,103.8303942,
136 PETIR RD,1.3744755,103.7686997,
406 FAJAR RD,1.3818859,103.7675227,
222 PENDING RD,1.3752319,103.7740638,
409 SAUJANA RD,1.3823247,103.7677038,
427 BT PANJANG RING RD,1.3864917,103.7696955,
134 PETIR RD,1.3744209,103.7693309,
426 FAJAR RD,1.3863462,103.7695145,
12 TOH YI DR,1.3384138,103.7727743,
11 TOH YI DR,1.3380482,103.7726837,
9 TOH YI DR,1.338329,103.7735885,
8 TOH YI DR,1.3380071,103.7739372,
213 CHOA CHU KANG CTRL,1.3822256,103.7472453,
228 CHOA CHU KANG CTRL,1.3809835,103.7465211,
421 HOUGANG AVE 10,1.3754906,103.894598,
555 HOUGANG ST 51,1.379654,103.889735,
682 HOUGANG AVE 4,1.3740792,103.8855366,
419 HOUGANG AVE 8,1.3762221,103.8947792,
358 HOUGANG AVE 5,1.3688925,103.8955041,
926 JURONG WEST ST 92,1.3404958,103.6891455,
941 JURONG WEST ST 91,1.3439661,103.6888535,
948 JURONG WEST ST 91,1.3445032,103.6910251,
942 JURONG WEST ST 91,1.3435574,103.6896664,
111 LOR 3 GEYLANG,1.3119573,103.8738476,
428 PASIR RIS DR 6,1.369451,103.956487,
483 PASIR RIS DR 4,1.374077,103.9598572,
180 PASIR RIS ST 11,1.3639684,103.9604011,
186 PASIR RIS ST 11,1.3649799,103.9596079,
116 PASIR RIS ST 11,1.3686896,103.9545084,
47 HOLLAND DR,1.3103499,103.7928202,
415 SERANGOON CTRL,1.3499742,103.8746638,
137 SERANGOON NTH AVE 2,1.3678333,103.8751195,
417 SERANGOON CTRL,1.349917,103.8750489,
418 SERANGOON CTRL,1.3497503,103.8753887,
501 TAMPINES CTRL 1,1.3556539,103.9443127,
230C TAMPINES ST 24,1.3556936,103.9514035,
413 TAMPINES ST 41,1.3594618,103.9455564,
865 TAMPINES ST 83,1.3538542,103.934271,
233 SIMEI ST 4,1.3440097,103.9561402,
230J TAMPINES ST 21,1.3561983,103.9496131,
313 TAMPINES ST 33,1.3520559,103.9569561,
97 LOR 3 TOA PAYOH,1.3386426,103.8478475,
825 WOODLANDS ST 81,1.4388967,103.7896142,
349 WOODLANDS AVE 3,1.4333629,103.7823707,
115 LENGKONG TIGA,1.3230831,103.9112682,
445 SIN MING AVE,1.35872,103.8316342,
249 BISHAN ST 22,1.3612855,103.8438623,
224 BISHAN ST 23,1.358992,103.8477574,
261 BISHAN ST 22,1.358972,103.8433847,
186 BT BATOK WEST AVE 6,1.3466462,103.7440716,
404 BT BATOK WEST AVE 7,1.3655252,103.7451634,
257 BANGKIT RD,1.3785541,103.7731358,
259 BT PANJANG RING RD,1.3773085,103.7730453,
133 CASHEW RD,1.3743215,103.7699671,
433 BT PANJANG RING RD,1.3857682,103.7711667,
19 TOH YI DR,1.339938,103.7739506,
5 TOH YI DR,1.3381784,103.7746733,
119 TECK WHYE LANE,1.3792739,103.7505039,
212 CHOA CHU KANG CTRL,1.3825178,103.7474263,
414 CHOA CHU KANG AVE 4,1.3821816,103.7422669,
434 CHOA CHU KANG AVE 4,1.3845337,103.7412712,
249 CHOA CHU KANG AVE 2,1.3795959,103.7456159,
43A SIMS DR,1.3168065,103.8765692,
683 HOUGANG AVE 8,1.3735631,103.8860803,
420 HOUGANG AVE 10,1.3758553,103.8948698,
434 HOUGANG AVE 8,1.3765194,103.8940543,
440 HOUGANG AVE 8,1.379157,103.893518,
542 HOUGANG AVE 8,1.3771308,103.8919085,
565 HOUGANG ST 51,1.3806419,103.8878839,
431 HOUGANG AVE 6,1.375648,103.893079,
953 JURONG WEST ST 91,1.3423913,103.6907742,
725 JURONG WEST AVE 5,1.3455083,103.6978341,
814 JURONG WEST ST 81,1.3457426,103.6956996,
416 SERANGOON CTRL,1.3501192,103.8748131,
538 SERANGOON NTH AVE 4,1.3749128,103.8733494,
140 SERANGOON NTH AVE 2,1.3684215,103.8748479,
235 SIMEI ST 4,1.3429704,103.9555283,
866 TAMPINES ST 83,1.35431,103.9345656,
488A TAMPINES AVE 9,1.3599286,103.9564542,
158 SIMEI RD,1.3442813,103.9597665,
491B TAMPINES AVE 9,1.3622661,103.9542138,
492C TAMPINES ST 45,1.3634405,103.9537152,
486B TAMPINES AVE 9,1.3592294,103.9568406,
395 TAMPINES AVE 7,1.3556675,103.9558456,
309 TAMPINES ST 32,1.353433,103.956776,
495E TAMPINES ST 43,1.3641439,103.9524007,
831 WOODLANDS ST 83,1.4395467,103.7913346,
837 WOODLANDS ST 82,1.4413319,103.7915455,
789 YISHUN AVE 2,1.4205835,103.8340674,
664 YISHUN AVE 4,1.4202366,103.8410543,
805 CHAI CHEE RD,1.3245266,103.9215136,
105 LENGKONG TIGA,1.3256163,103.9100942,
129 BISHAN ST 12,1.345701,103.85039,
152 BISHAN ST 11,1.3455498,103.8548232,
259 BISHAN ST 22,1.3599765,103.8422318,
420 FAJAR RD,1.3845856,103.7696955,
425 FAJAR RD,1.3859247,103.7694918,
6 TOH YI DR,1.3378161,103.7748565,
229 CHOA CHU KANG CTRL,1.3806908,103.7464306,
135 TECK WHYE LANE,1.3805138,103.7515902,
113 TECK WHYE LANE,1.3779522,103.750866,
141 TECK WHYE LANE,1.3803795,103.7526085,
274 CHOA CHU KANG AVE 2,1.379378,103.742822,
528 CHOA CHU KANG ST 51,1.3923776,103.7416333,
43 SIMS DR,1.3172458,103.8765828,
684 HOUGANG AVE 8,1.3742687,103.8866118,
835 HOUGANG CTRL,1.3703185,103.8897048,
361 HOUGANG AVE 5,1.3694025,103.8959572,
540 HOUGANG AVE 8,1.3777526,103.8912623,
338 HOUGANG AVE 7,1.36965,103.8987721,
646 HOUGANG AVE 8,1.3719093,103.880825,
980 JURONG WEST ST 93,1.3391514,103.6936695,
823 JURONG WEST ST 81,1.3467006,103.6943056,
828 JURONG WEST ST 81,1.3451694,103.6930385,
974 JURONG WEST ST 93,1.3397216,103.6932397,
477 PASIR RIS DR 6,1.3748191,103.9582253,
631 PASIR RIS DR 3,1.378937,103.9401629,
109 PASIR RIS ST 11,1.3683881,103.9559589,
235 PASIR RIS ST 21,1.3733306,103.9622144,
502 PASIR RIS ST 52,1.3754779,103.945987,
135 SERANGOON NTH AVE 2,1.3673083,103.8748314,
503 TAMPINES CTRL 1,1.3564777,103.9456697,
489C TAMPINES ST 45,1.361814,103.956521,
496B TAMPINES ST 43,1.3615524,103.9510862,
332 TAMPINES ST 32,1.353498,103.9606731,
347 WOODLANDS AVE 3,1.4332206,103.7816464,
645 YISHUN ST 61,1.4219296,103.8381954,
639 BT BATOK CTRL,1.349336,103.7518769,
201 PETIR RD,1.3718715,103.7753087,
208 CHOA CHU KANG CTRL,1.3814866,103.748241,
418 HOUGANG AVE 8,1.376106,103.8954,
553 HOUGANG ST 51,1.379119,103.890374,
435 HOUGANG AVE 8,1.3775852,103.8934653,
217A JURONG EAST ST 21,1.340526,103.7383974,
965 JURONG WEST ST 93,1.3416489,103.6924933,
975 JURONG WEST ST 93,1.3403059,103.6935564,
720 JURONG WEST AVE 5,1.3444104,103.6976529,
727 JURONG WEST AVE 5,1.3458767,103.6974723,
729 JURONG WEST AVE 5,1.346497,103.6978797,
469 PASIR RIS DR 6,1.3735613,103.9574548,
423 PASIR RIS DR 6,1.3699334,103.9546897,
452 PASIR RIS DR 6,1.3715107,103.9572961,
453 PASIR RIS DR 6,1.371844,103.957288,
461 PASIR RIS DR 4,1.3711546,103.9586786,
143 PASIR RIS ST 11,1.3620627,103.9607638,
458 PASIR RIS DR 4,1.3713668,103.959764,
546 PASIR RIS ST 51,1.3689201,103.9526953,
547 PASIR RIS ST 51,1.3690072,103.9534432,
219 PASIR RIS ST 21,1.3693607,103.9617384,
58 STIRLING RD,1.296148,103.804508,
880A TAMPINES AVE 8,1.352011,103.931962,
488B TAMPINES ST 45,1.3605461,103.9572281,
495F TAMPINES ST 43,1.3644523,103.9528766,
249 KIM KEAT LINK,1.3313391,103.8566442,
242 KIM KEAT LINK,1.3300832,103.8558005,
258 KIM KEAT AVE,1.3325768,103.8575409,
343 WOODLANDS AVE 1,1.4318833,103.7807343,
930 YISHUN CTRL 1,1.4266422,103.8372499,
650 YISHUN AVE 4,1.4230093,103.8391504,
652 YISHUN AVE 4,1.4237633,103.8401485,
25 CHAI CHEE RD,1.323801,103.9241597,
451 SIN MING AVE,1.3586557,103.8300944,
441 SIN MING AVE,1.359049,103.8314948,
448 BRIGHT HILL DR,1.3584275,103.8315436,
185 BT BATOK WEST AVE 6,1.347051,103.7449625,
210 CHOA CHU KANG CTRL,1.3824402,103.7481504,
294 CHOA CHU KANG AVE 2,1.3785973,103.7409092,
285 CHOA CHU KANG AVE 3,1.3800674,103.7417874,
137 TECK WHYE LANE,1.380068,103.7525859,
204 CHOA CHU KANG AVE 1,1.3805282,103.7491461,
203 CHOA CHU KANG AVE 1,1.3815524,103.7495082,
433 HOUGANG AVE 8,1.376247,103.8936691,
552 HOUGANG ST 51,1.3788,103.8904,
468 HOUGANG AVE 8,1.3737543,103.8970899,
432 HOUGANG AVE 6,1.3765986,103.8930575,
506 JURONG WEST ST 52,1.3491979,103.7187384,
728 JURONG WEST AVE 5,1.3461681,103.6977438,
952 JURONG WEST ST 91,1.3426797,103.6915885,
450 PASIR RIS DR 6,1.3711584,103.958044,
451 PASIR RIS DR 6,1.371524,103.9581347,
561 PASIR RIS ST 51,1.3670285,103.9506103,
110 PASIR RIS ST 11,1.3687521,103.9563215,
224 PASIR RIS ST 21,1.3709209,103.9610358,
207 PASIR RIS ST 21,1.3665193,103.9623957,
422 PASIR RIS DR 6,1.3704477,103.9544177,
424 PASIR RIS DR 6,1.3700628,103.9544857,
506B SERANGOON NTH AVE 4,1.3725623,103.8757058,
496E TAMPINES AVE 9,1.3611206,103.949817,
491F TAMPINES ST 45,1.3630493,103.954871,
484 TAMPINES ST 43,1.361307,103.952521,
312 WOODLANDS ST 31,1.430703,103.7755899,
94B BEDOK NTH AVE 4,1.3339881,103.9429049,
452 SIN MING AVE,1.3585108,103.8298227,
453 SIN MING AVE,1.3591695,103.8299133,
425 BT BATOK WEST AVE 2,1.361806,103.745186,
124 BT MERAH LANE 1,1.2859123,103.8034685,
145 PETIR RD,1.3759706,103.7668664,
202 CHOA CHU KANG AVE 1,1.3819195,103.7494177,
248 CHOA CHU KANG AVE 2,1.3790068,103.7460685,
131 CHOA CHU KANG AVE 1,1.38147,103.7510471,
417 HOUGANG AVE 8,1.3765322,103.8949831,
837 JURONG WEST ST 81,1.3434041,103.6930362,
425 PASIR RIS DR 6,1.3695715,103.9547468,
440 PASIR RIS DR 4,1.3695853,103.9578174,
476 PASIR RIS DR 6,1.3752438,103.9582605,
555 PASIR RIS ST 51,1.3681007,103.9519474,
238 PASIR RIS ST 21,1.3738004,103.963257,
522 SERANGOON NTH AVE 4,1.3725816,103.8734995,
505 TAMPINES CTRL 1,1.3554923,103.9451712,
169 WOODLANDS ST 11,1.4333256,103.7764856,
136 MARSILING RD,1.4383825,103.7777532,
634 BEDOK RESERVOIR RD,1.3302014,103.9048153,
150 BISHAN ST 11,1.344518,103.855269,
450 SIN MING AVE,1.358416,103.8303888,
227 CHOA CHU KANG CTRL,1.3812072,103.7458875,
503 CHOA CHU KANG ST 51,1.3883947,103.7424253,
207 CHOA CHU KANG CTRL,1.3811232,103.7476978,
443 HOUGANG AVE 8,1.379503,103.893234,
721 JURONG WEST AVE 5,1.3441178,103.6975623,
961 JURONG WEST ST 92,1.3414491,103.6921992,
748 JURONG WEST ST 73,1.3477777,103.6981061,
811 JURONG WEST ST 81,1.3466882,103.6964772,
830A JURONG WEST ST 81,1.3452364,103.6941242,
113 LOR 3 GEYLANG,1.3118815,103.8739642,
113 PASIR RIS ST 11,1.3680973,103.9555963,
416 PASIR RIS DR 6,1.3716851,103.9556869,
553 PASIR RIS ST 51,1.3680413,103.9526953,
515 PASIR RIS ST 52,1.3742648,103.9427846,
225 PASIR RIS ST 21,1.3712133,103.9611264,
550 PASIR RIS ST 51,1.3672679,103.9534659,
236 PASIR RIS ST 21,1.3745002,103.962577,
150 MEI LING ST,1.2949568,103.8035354,
409 SERANGOON CTRL,1.3477063,103.8742006,
527 SERANGOON NTH AVE 4,1.3715408,103.87287,
322 TAMPINES ST 33,1.350841,103.95818,
842D TAMPINES ST 82,1.3506312,103.9377381,
311 WOODLANDS ST 31,1.4304654,103.7761235,
847 WOODLANDS ST 82,1.4421137,103.7916968,
819 YISHUN ST 81,1.4124308,103.8340797,
416 YISHUN AVE 11,1.423959,103.84564,
647 JLN TENAGA,1.3317755,103.9057765,
455 SIN MING AVE,1.3587801,103.8307511,
442 SIN MING AVE,1.3592836,103.8323361,
220 BISHAN ST 23,1.3575209,103.8488444,
46 SENG POH RD,1.2840748,103.8315462,
636 VEERASAMY RD,1.3063859,103.8554153,
424 CHOA CHU KANG AVE 4,1.3814602,103.7402756,
133 TECK WHYE LANE,1.3808091,103.7512281,
282 CHOA CHU KANG AVE 3,1.3803429,103.7432625,
423 HOUGANG AVE 6,1.3744498,103.8940769,
508 JURONG WEST ST 52,1.3487583,103.7187383,
821 JURONG WEST ST 81,1.3470653,103.6945771,
838 JURONG WEST ST 81,1.3439218,103.6934001,
405 PASIR RIS DR 6,1.3738094,103.9555963,
474 PASIR RIS DR 6,1.3752661,103.9569561,
417 PASIR RIS DR 6,1.3719791,103.9555056,
275 PASIR RIS ST 21,1.3642906,103.9647302,
217 PASIR RIS ST 21,1.3694574,103.9608544,
508 PASIR RIS ST 52,1.3763123,103.944242,
158 PASIR RIS ST 13,1.3646899,103.9622144,
410 PASIR RIS DR 6,1.372959,103.9538965,
487B TAMPINES ST 45,1.3605648,103.9584142,
301 TAMPINES ST 32,1.353382,103.9555056,
491H TAMPINES ST 45,1.3628518,103.9542138,
243 KIM KEAT LINK,1.330261,103.856526,
304 WOODLANDS ST 31,1.4298927,103.7737696,
328 WOODLANDS ST 32,1.430078,103.7794734,
326 WOODLANDS ST 32,1.4303892,103.7795866,
829 WOODLANDS ST 83,1.4396707,103.7901428,
438 FAJAR RD,1.3828973,103.7700576,
414 SAUJANA RD,1.3828293,103.7691523,
428 BT PANJANG RING RD,1.3867301,103.7696729,
218 CHOA CHU KANG CTRL,1.3829126,103.7458094,
425 HOUGANG AVE 6,1.3736873,103.8929442,
426 HOUGANG AVE 6,1.3736967,103.8929855,
560 HOUGANG ST 51,1.380312,103.889383,
601 ELIAS RD,1.3778551,103.9434715,
500 SERANGOON NTH AVE 4,1.3748147,103.8757737,
487C TAMPINES ST 45,1.3608247,103.9578487,
494B TAMPINES AVE 9,1.3631957,103.9524669,
828 WOODLANDS ST 81,1.4397025,103.7898859,
293 YISHUN ST 22,1.4363967,103.8379745,
243 BISHAN ST 22,1.3610015,103.8446233,
214 BISHAN ST 23,1.357525,103.8483894,
268 BISHAN ST 24,1.3577038,103.8425941,
10 JLN RUMAH TINGGI,1.288325,103.8084056,
293 CHOA CHU KANG AVE 3,1.3781611,103.7402756,
410 CHOA CHU KANG AVE 3,1.3805735,103.7414522,
223 CHOA CHU KANG CTRL,1.381875,103.7445298,
416 CHOA CHU KANG AVE 4,1.3832841,103.7418143,
307 CHOA CHU KANG AVE 4,1.3853509,103.742561,
287 CHOA CHU KANG AVE 2,1.3793266,103.7415428,
732 JURONG WEST ST 73,1.3459564,103.6995308,
261 BOON LAY DR,1.3456701,103.7079687,
151 YUNG HO RD,1.3268305,103.7216312,
114 WHAMPOA RD,1.3255322,103.8576089,
406 PASIR RIS DR 6,1.3738602,103.9553886,
407 PASIR RIS DR 6,1.3736694,103.9545084,
409 PASIR RIS DR 6,1.3729387,103.9542364,
229 PASIR RIS ST 21,1.3727474,103.961761,
611 ELIAS RD,1.3751328,103.9424517,
454 PASIR RIS DR 6,1.3720372,103.958044,
540 SERANGOON NTH AVE 4,1.3746619,103.8725794,
495A TAMPINES ST 43,1.3626336,103.9508822,
335 TAMPINES ST 32,1.3524001,103.9606731,
823 YISHUN ST 81,1.4138998,103.8337174,
803 CHAI CHEE RD,1.3241751,103.922709,
501 BISHAN ST 11,1.348388,103.849097,
436 FAJAR RD,1.3822549,103.7702161,
109 GANGSA RD,1.3774315,103.7677264,
211 CHOA CHU KANG CTRL,1.382017,103.747952,
214 CHOA CHU KANG CTRL,1.3825226,103.7466116,
424 HOUGANG AVE 6,1.373811,103.8936918,
456 HOUGANG AVE 10,1.377167,103.8954289,
950 JURONG WEST ST 91,1.3433432,103.6908646,
826 JURONG WEST ST 81,1.3460584,103.6945091,
429 PASIR RIS DR 6,1.3700862,103.9567068,
486 PASIR RIS DR 4,1.3743869,103.9603639,
415 PASIR RIS DR 6,1.3718465,103.9562535,
413 PASIR RIS DR 6,1.3728579,103.9555056,
508 TAMPINES CTRL 1,1.3546374,103.9455557,
816 WOODLANDS ST 82,1.4420492,103.7900573,
420 WOODLANDS ST 41,1.4281446,103.774607,
441 FAJAR RD,1.3834078,103.7705103,
217 CHOA CHU KANG CTRL,1.3831102,103.7464306,
42 SIMS DR,1.3170682,103.8761293,
427 HOUGANG AVE 6,1.374528,103.893045,
726 JURONG WEST AVE 5,1.3459519,103.6971104,
414 PASIR RIS DR 6,1.3722523,103.9563124,
140 PASIR RIS ST 11,1.363829,103.9592226,
759 PASIR RIS ST 71,1.3764905,103.9327754,
218 PASIR RIS ST 21,1.3695274,103.9613984,
220 PASIR RIS ST 21,1.3698193,103.9615797,
505 SERANGOON NTH AVE 4,1.3733997,103.8765665,
230 BISHAN ST 23,1.3579056,103.8456739,
219 CHOA CHU KANG CTRL,1.3827479,103.7457065,
220 CHOA CHU KANG CTRL,1.3819973,103.7455481,
233 CHOA CHU KANG CTRL,1.380465,103.7474263,
295 CHOA CHU KANG AVE 2,1.3782547,103.7409943,
406 CHOA CHU KANG AVE 3,1.3804327,103.7404566,
410 EUNOS RD 5,1.318443,103.899686,
422 HOUGANG AVE 6,1.3747573,103.8941029,
448 HOUGANG AVE 10,1.3791327,103.895188,
451 HOUGANG AVE 10,1.378848,103.89593,
362 HOUGANG AVE 5,1.3701345,103.8960478,
824 JURONG WEST ST 81,1.3465198,103.6938984,
830 JURONG WEST ST 81,1.3453583,103.6934588,
753 JURONG WEST ST 74,1.3484622,103.7000415,
57 JLN MA'MOR,1.3284602,103.8568548,
112 PASIR RIS ST 11,1.3676548,103.9561402,
442 PASIR RIS DR 6,1.3690369,103.9576814,
636 PASIR RIS DR 1,1.3769177,103.9409787,
135 PASIR RIS ST 11,1.3645724,103.9573188,
111 PASIR RIS ST 11,1.3680406,103.956359,
449 PASIR RIS DR 6,1.3708753,103.9583692,
402 SERANGOON AVE 1,1.3466157,103.873033,
516 SERANGOON NTH AVE 4,1.371162,103.8733194,
312 TAMPINES ST 33,1.3527868,103.9571374,
231 BISHAN ST 23,1.357263,103.8459683,
201 CHOA CHU KANG AVE 1,1.382142,103.749519,
435 CHOA CHU KANG AVE 4,1.3851398,103.7410676,
438 HOUGANG AVE 8,1.378031,103.89314,
833 HOUGANG CTRL,1.3704471,103.8894632,
815 JURONG WEST ST 81,1.3453475,103.6957777,
746 JURONG WEST ST 73,1.3474125,103.697925,
724 JURONG WEST ST 72,1.3453283,103.6983729,
745 JURONG WEST ST 73,1.347082,103.6980607,
715 PASIR RIS ST 72,1.3828621,103.9372413,
495C TAMPINES ST 43,1.363215,103.9516074,
245 KIM KEAT LINK,1.3310779,103.8566514,
46 LOR 5 TOA PAYOH,1.3364835,103.8532816,
329 WOODLANDS ST 32,1.4303572,103.778817,
822 WOODLANDS ST 82,1.4419063,103.7894235,
833 WOODLANDS ST 83,1.440142,103.790508,
796A YISHUN RING RD,1.419382,103.833009,
640A YISHUN ST 61,1.420917,103.83911,
604 YISHUN ST 61,1.4223688,103.8357353,
210 BISHAN ST 23,1.3558179,103.8488671,
232 BISHAN ST 22,1.3582718,103.8456739,
234 BISHAN ST 22,1.3584894,103.8460363,
208 BISHAN ST 23,1.3549043,103.84855,
209 CHOA CHU KANG CTRL,1.3828353,103.7479704,
230 CHOA CHU KANG CTRL,1.3803435,103.7462722,
237 CHOA CHU KANG CTRL,1.3794328,103.748422,
288 CHOA CHU KANG AVE 3,1.3789622,103.7411807,
42A SIMS DR,1.3165711,103.8759714,
153 YUNG HO RD,1.3274972,103.7210882,
719 JURONG WEST AVE 5,1.3446888,103.696997,
159 PASIR RIS ST 13,1.3637434,103.9613077,
645 PASIR RIS DR 10,1.3785302,103.9377381,
447 PASIR RIS DR 6,1.3708533,103.9578862,
506 SERANGOON NTH AVE 4,1.3727816,103.8762841,
382 TAMPINES ST 32,1.3541685,103.9586786,
338 WOODLANDS AVE 1,1.4307831,103.781171,
641 YISHUN ST 61,1.4207865,103.8380878,
665 YISHUN AVE 4,1.4197441,103.840624,
203 BISHAN ST 23,1.354847,103.8473389,
209 BISHAN ST 23,1.3554531,103.8486406,
228 BISHAN ST 23,1.358119,103.846761,
216 CHOA CHU KANG CTRL,1.383253,103.747099,
232 CHOA CHU KANG CTRL,1.3806132,103.7471547,
562 CHOA CHU KANG ST 52,1.396312,103.745978,
713 JURONG WEST ST 71,1.3436305,103.6961359,
722 JURONG WEST AVE 5,1.3437489,103.6980146,
263 BOON LAY DR,1.3452923,103.7067696,
552 PASIR RIS ST 51,1.3674197,103.9525593,
420 PASIR RIS DR 6,1.3716194,103.9544177,
132 CLARENCE LANE,1.2921929,103.8149469,
396 TAMPINES AVE 7,1.3557918,103.9565028,
412 WOODLANDS ST 41,1.428192,103.7728416,
206 BISHAN ST 23,1.3556952,103.8479386,
217 BISHAN ST 23,1.3566936,103.8494106,
233 BISHAN ST 22,1.3585805,103.8455006,
216 BISHAN ST 23,1.3564017,103.8492294,
245 BISHAN ST 22,1.3605524,103.8439529,
201 BISHAN ST 23,1.3553343,103.8470327,
231 PENDING RD,1.3760641,103.7727737,
18 TECK WHYE LANE,1.3782996,103.7541248,
235 CHOA CHU KANG CTRL,1.37987,103.7488746,
530 CHOA CHU KANG ST 51,1.3926881,103.7418369,
447 HOUGANG AVE 10,1.3795068,103.89488,
538 HOUGANG ST 52,1.3778597,103.8904297,
723 JURONG WEST AVE 5,1.3443335,103.6982863,
714 JURONG WEST ST 71,1.3432697,103.6967061,
309 WOODLANDS AVE 1,1.429749,103.775955,
179 WOODLANDS ST 13,1.4347091,103.7782964,
211 BISHAN ST 23,1.3561098,103.8490482,
221 BISHAN ST 23,1.3578122,103.8491162,
225 BISHAN ST 23,1.3587001,103.8475762,
236 BISHAN ST 22,1.3590695,103.8470327,
415 BT BATOK WEST AVE 4,1.3631707,103.7467927,
642 BT BATOK CTRL,1.34868,103.7514575,
19 LIM LIAK ST,1.2855639,103.8325961,
405 FAJAR RD,1.381316,103.76718,
231 CHOA CHU KANG CTRL,1.380099,103.746086,
537 HOUGANG ST 52,1.3777969,103.8896904,
439 HOUGANG AVE 8,1.3786803,103.8934239,
711 JURONG WEST ST 71,1.3431147,103.6955923,
715 JURONG WEST ST 71,1.3439232,103.6963634,
718 JURONG WEST ST 71,1.3437445,103.6975603,
703 JURONG WEST ST 71,1.3418311,103.6958637,
141 PASIR RIS ST 11,1.3641967,103.9589506,
321 TAMPINES ST 33,1.350725,103.957397,
310 WOODLANDS ST 31,1.4300996,103.7759424,
332 WOODLANDS AVE 1,1.4297679,103.7791792,
805 WOODLANDS ST 81,1.4406729,103.78726,
618 YISHUN RING RD,1.4188027,103.8356195,
664A YISHUN AVE 4,1.420702,103.841142,
291 YISHUN ST 22,1.4359653,103.8365253,
204 BISHAN ST 23,1.3549987,103.8474093,
147 SILAT AVE,1.2773522,103.8310907,
556 CHOA CHU KANG NTH 6,1.3957299,103.7437139,
535 HOUGANG ST 52,1.3764693,103.8901578,
466 HOUGANG AVE 8,1.3727656,103.8970446,
539 HOUGANG ST 52,1.377545,103.890148,
222 HOUGANG ST 21,1.356333,103.883712,
