blk_street,latitude,longitude,
178 BT BATOK WEST AVE 8,1.3460577,103.7425409,
179 BT BATOK WEST AVE 8,1.3457669,103.7421789,
217 BT BATOK ST 21,1.3467942,103.7545801,
231 BT BATOK EAST AVE 5,1.3491948,103.7542864,
112 BT BATOK WEST AVE 6,1.3483128,103.7452569,
211 BT BATOK ST 21,1.3463788,103.750416,
251 BT BATOK EAST AVE 5,1.350849,103.7575372,
313 BT BATOK ST 32,1.3602374,103.7471547,
303 BT BATOK ST 31,1.3569531,103.7480825,
202 BT BATOK ST 21,1.3463897,103.7485152,
48 MOH GUAN TER,1.2840667,103.8310675,
28 TELOK BLANGAH RISE,1.2739914,103.8209274,
136 JLN BT MERAH,1.2784681,103.8275584,
129 BT MERAH VIEW,1.2836058,103.8239356,
6 TELOK BLANGAH CRES,1.2782254,103.8185015,
1 TELOK BLANGAH CRES,1.2795459,103.8179657,
21 TELOK BLANGAH CRES,1.2766836,103.8208603,
64 TELOK BLANGAH DR,1.2745397,103.8107131,
145 JLN BT MERAH,1.2775014,103.8305473,
144 JLN BT MERAH,1.2773581,103.8300039,
148 SILAT AVE,1.2769877,103.8309096,
105 BT PURMEI RD,1.2725678,103.8248421,
10 REDHILL CL,1.2849839,103.816094,
46 JLN BT HO SWEE,1.2883461,103.8261998,
34 JLN BT HO SWEE,1.2881222,103.827015,
4 JLN BT HO SWEE,1.2874406,103.8312719,
18 TIONG BAHRU RD,1.2858021,103.8326092,
40 TELOK BLANGAH RISE,1.2722113,103.8232113,
110 BT MERAH VIEW,1.2873399,103.8230299,
61 TELOK BLANGAH HTS,1.2757812,103.8120747,
22 KG BAHRU HILL,1.276297,103.829797,
102 HENDERSON CRES,1.2904366,103.8217393,
5 EVERTON PK,1.276695,103.8394141,
114 DEPOT RD,1.2817913,103.8068222,
39 TELOK BLANGAH RISE,1.2718493,103.8225772,
106 SPOTTISWOODE PK RD,1.2736078,103.8340797,
1 QUEEN'S RD,1.317859,103.8073624,
11 SHORT ST,1.3021146,103.8503369,
5 TG PAGAR PLAZA,1.2762569,103.8429313,
1 TG PAGAR PLAZA,1.2748632,103.8426344,
28 KELANTAN RD,1.3059994,103.8572918,
533 UPP CROSS ST,1.284485,103.845439,
335A SMITH ST,1.2823021,103.8428528,
4 SAGO LANE,1.2817753,103.8429707,
262 WATERLOO ST,1.29865,103.851657,
661 BUFFALO RD,1.3069331,103.8503277,
269B QUEEN ST,1.3001505,103.8538113,
634 VEERASAMY RD,1.3061584,103.855176,
20 TECK WHYE LANE,1.3788186,103.753129,
331 CLEMENTI AVE 2,1.3140547,103.7681565,
319 CLEMENTI AVE 4,1.3174403,103.7648068,
304 CLEMENTI AVE 4,1.320917,103.7648521,
519 WEST COAST RD,1.3076633,103.7594657,
714 CLEMENTI WEST ST 2,1.3041378,103.7618194,
317 CLEMENTI AVE 4,1.3179911,103.76449,
730 CLEMENTI WEST ST 2,1.3047887,103.7631773,
708 CLEMENTI WEST ST 2,1.3057461,103.762091,
715 CLEMENTI WEST ST 2,1.3031124,103.7620004,
338 CLEMENTI AVE 2,1.3161701,103.7694239,
604 CLEMENTI WEST ST 1,1.3054231,103.7675227,
203 CLEMENTI AVE 6,1.320819,103.7622449,
43 CIRCUIT RD,1.326507,103.885514,
10 HAIG RD,1.3147479,103.8958407,
1 HAIG RD,1.3112025,103.8976789,
97 ALJUNIED CRES,1.3212574,103.8856755,
101 ALJUNIED CRES,1.3209727,103.8834996,
66 CIRCUIT RD,1.3266957,103.8877113,
64 CIRCUIT RD,1.326992,103.887077,
19 BALAM RD,1.3314533,103.8875301,
82 MACPHERSON LANE,1.3323419,103.8857179,
126 GEYLANG EAST AVE 1,1.3177979,103.8869245,
323 UBI AVE 1,1.3281186,103.9043622,
121 PAYA LEBAR WAY,1.32189,103.8826353,
122 PAYA LEBAR WAY,1.3227189,103.8825692,
349 UBI AVE 1,1.325855,103.9003522,
320 UBI AVE 1,1.3289416,103.9043849,
124 PAYA LEBAR WAY,1.3231689,103.8838604,
14 EUNOS CRES,1.3232045,103.9032521,
23 EUNOS CRES,1.3242199,103.9020395,
210 HOUGANG ST 21,1.3589632,103.8875759,
241 HOUGANG ST 22,1.3567566,103.8918795,
126 HOUGANG AVE 1,1.3523271,103.8855366,
328 HOUGANG AVE 5,1.3687401,103.8965009,
335 HOUGANG AVE 7,1.3689465,103.8987664,
340 HOUGANG AVE 7,1.3703441,103.8977696,
354 HOUGANG AVE 7,1.3724597,103.8992195,
351 HOUGANG AVE 7,1.3718015,103.8990382,
414 HOUGANG AVE 10,1.375043,103.8959572,
416 HOUGANG AVE 10,1.375629,103.8959572,
144 LOR AH SOO,1.3519795,103.8831848,
353 HOUGANG AVE 7,1.37218,103.899501,
7 TEBAN GDNS RD,1.3216575,103.7438961,
13 TEBAN GDNS RD,1.3220264,103.7413683,
411 PANDAN GDNS,1.318933,103.7467021,
341 JURONG EAST AVE 1,1.3491988,103.7313183,
321 JURONG EAST ST 31,1.348473,103.7301415,
231 JURONG EAST ST 21,1.3411873,103.7380354,
102 JURONG EAST ST 13,1.3361946,103.7381939,
205 JURONG EAST ST 21,1.3376675,103.743187,
310 JURONG EAST ST 32,1.3482257,103.7337588,
108 JURONG EAST ST 13,1.3382997,103.737085,
206 JURONG EAST ST 21,1.337812,103.742,
32 TEBAN GDNS RD,1.3218253,103.7400945,
41 TEBAN GDNS RD,1.3216011,103.7409092,
224 JURONG EAST ST 21,1.3416891,103.7367456,
106 JURONG EAST ST 13,1.3372962,103.7376511,
213 JURONG EAST ST 21,1.3390353,103.7397325,
246 JURONG EAST ST 24,1.341818,103.739823,
203 JURONG EAST ST 21,1.3370172,103.7432847,
314 JURONG EAST ST 32,1.3466967,103.733309,
340 JURONG EAST AVE 1,1.3503014,103.7306848,
401 PANDAN GDNS,1.3203767,103.7503229,
407 PANDAN GDNS,1.3187027,103.748603,
216 JURONG EAST ST 21,1.3397069,103.7375602,
325 JURONG EAST ST 31,1.3488455,103.7290555,
336 JURONG EAST AVE 1,1.3505908,103.7313185,
333 JURONG EAST AVE 1,1.3513802,103.7309792,
513 JURONG WEST ST 52,1.3475057,103.7200051,
438 JURONG WEST AVE 1,1.3513848,103.7236936,
464 JURONG WEST ST 41,1.3503493,103.7223585,
459 JURONG WEST ST 41,1.3504309,103.7209106,
521 JURONG WEST ST 52,1.3466422,103.71729,
216 BOON LAY AVE,1.3496978,103.7114309,
518 JURONG WEST ST 52,1.345173,103.7180135,
510 JURONG WEST ST 52,1.3478717,103.7176742,
413 JURONG WEST ST 42,1.3533305,103.7251608,
411 JURONG WEST ST 42,1.3537482,103.7250561,
432 JURONG WEST ST 42,1.3525323,103.7238032,
540 JURONG WEST AVE 1,1.3506825,103.7153902,
428 JURONG WEST AVE 1,1.3516459,103.7253452,
488 JURONG WEST AVE 1,1.3491729,103.7262726,
478 JURONG WEST ST 41,1.3473363,103.723987,
418 JURONG WEST ST 42,1.3512046,103.7265218,
417 JURONG WEST ST 42,1.3513474,103.7271553,
422 JURONG WEST ST 42,1.3506927,103.7263407,
461 JURONG WEST ST 41,1.3496255,103.7208199,
468 JURONG WEST ST 41,1.3486019,103.7204578,
555 JURONG WEST ST 42,1.3536611,103.7186447,
443 JURONG WEST AVE 1,1.3518901,103.7203675,
427 JURONG WEST AVE 1,1.3514301,103.7255263,
408 JURONG WEST ST 42,1.3548105,103.7226267,
409 JURONG WEST ST 42,1.3540606,103.7256133,
556 JURONG WEST ST 42,1.3535931,103.7177397,
3 ST. GEORGE'S RD,1.3228769,103.8612779,
3 BEACH RD,1.304291,103.8655138,
462 CRAWFORD LANE,1.3045349,103.8610712,
463 CRAWFORD LANE,1.30515,103.8622437,
30 BENDEMEER RD,1.3194372,103.8640669,
8 UPP BOON KENG RD,1.313505,103.8703661,
72 GEYLANG BAHRU,1.3215762,103.8712678,
73 GEYLANG BAHRU,1.3226408,103.8706094,
57 GEYLANG BAHRU,1.3234434,103.8690181,
50 DORSET RD,1.3132225,103.8509279,
44 OWEN RD,1.3155668,103.8503844,
5 ST. GEORGE'S LANE,1.3233431,103.8597152,
8 ST. GEORGE'S LANE,1.323708,103.8598963,
12 KG ARANG RD,1.3008228,103.8837244,
6 JLN BATU,1.3013331,103.8839963,
2 JLN BATU,1.3031624,103.883815,
55 JLN BAHAGIA,1.327962,103.856432,
1 ST. GEORGE'S RD,1.3234236,103.8616403,
96 WHAMPOA DR,1.3215369,103.8556385,
17 BEACH RD,1.3037147,103.8636107,
15 UPP BOON KENG RD,1.3159783,103.8713795,
106 TOWNER RD,1.3210859,103.8609608,
9 GLOUCESTER RD,1.3136024,103.8516753,
13 ST. GEORGE'S RD,1.3233202,103.8626847,
3 LIM CHU KANG RD,1.421248,103.704208,
47 MARINE CRES,1.3055618,103.9122693,
6 MARINE TER,1.3038564,103.9164382,
5 MARINE TER,1.3045825,103.9173445,
20 MARINE TER,1.3040113,103.9148975,
33 MARINE CRES,1.3026741,103.9121333,
75 MARINE DR,1.3033037,103.9074434,
74 MARINE DR,1.3036338,103.9072622,
54 MARINE TER,1.305327,103.9149881,
27 MARINE CRES,1.3039458,103.9135381,
79 MARINE DR,1.3013455,103.9078286,
77 MARINE DR,1.3019995,103.9085536,
37 TANGLIN HALT RD,1.297882,103.7980579,
34 TANGLIN HALT RD,1.2968925,103.7984201,
44 TANGLIN HALT RD,1.298977,103.7984654,
10 GHIM MOH RD,1.310459,103.789891,
152 MEI LING ST,1.2938883,103.8026535,
169 STIRLING RD,1.2904595,103.8031098,
27A COMMONWEALTH AVE,1.295339,103.806026,
23A QUEEN'S CL,1.2944348,103.7997331,
46 HOLLAND DR,1.3088129,103.7926702,
80 COMMONWEALTH DR,1.3019917,103.7957036,
96 COMMONWEALTH CRES,1.3062591,103.8012046,
100 COMMONWEALTH CRES,1.3077219,103.8012952,
27 TANGLIN HALT RD,1.2983658,103.7998463,
30 TANGLIN HALT RD,1.2991571,103.7992324,
13 GHIM MOH RD,1.3097655,103.7891615,
2 LOR LEW LIAN,1.3504814,103.8755699,
302 SERANGOON AVE 2,1.3531671,103.8670534,
215 SERANGOON AVE 4,1.3580289,103.8733041,
233 SERANGOON AVE 3,1.3551271,103.8691367,
232 SERANGOON AVE 3,1.3547502,103.8687068,
7 LOR LEW LIAN,1.3492329,103.8770131,
211 SERANGOON AVE 4,1.3563478,103.8732104,
216 SERANGOON AVE 4,1.3575177,103.8731229,
301 SERANGOON AVE 2,1.3532356,103.8678688,
121 SERANGOON NTH AVE 1,1.3669083,103.8711344,
310 SERANGOON AVE 2,1.3537012,103.8656527,
123 SERANGOON NTH AVE 1,1.3668998,103.8723106,
205 TAMPINES ST 21,1.3517191,103.9519701,
907 TAMPINES AVE 4,1.3506585,103.9393244,
108 TAMPINES ST 11,1.3478594,103.9486159,
282 TAMPINES ST 22,1.3477639,103.9524233,
144 TAMPINES ST 12,1.3484372,103.9436755,
243 TAMPINES ST 21,1.354673,103.947203,
249 TAMPINES ST 21,1.3518862,103.9484346,
421 TAMPINES ST 41,1.3575283,103.9475281,
246 TAMPINES ST 21,1.35308,103.947304,
292 TAMPINES ST 22,1.3501597,103.9557776,
445 TAMPINES ST 42,1.3581696,103.9505196,
935 TAMPINES ST 91,1.3456164,103.941024,
263 TAMPINES ST 21,1.3532622,103.9509729,
280 TAMPINES ST 22,1.3475491,103.9516074,
145 TAMPINES ST 12,1.3487663,103.9437208,
164 TAMPINES ST 12,1.3495577,103.9460777,
259 TAMPINES ST 21,1.3550981,103.9499757,
222 TAMPINES ST 24,1.3555213,103.9526953,
933 TAMPINES ST 91,1.3452821,103.9387352,
418 TAMPINES ST 41,1.3583149,103.9475961,
446 TAMPINES ST 42,1.3579473,103.9509729,
242 TAMPINES ST 21,1.354036,103.946633,
233 TAMPINES ST 21,1.3564307,103.9474374,
210 TAMPINES ST 23,1.3540482,103.9542364,
229 TAMPINES ST 23,1.3559531,103.9539645,
926 TAMPINES ST 91,1.3458565,103.9406388,
922 TAMPINES ST 91,1.3474662,103.9407294,
156 TAMPINES ST 12,1.3516141,103.9448992,
235 LOR 8 TOA PAYOH,1.338902,103.856847,
234 LOR 8 TOA PAYOH,1.3385795,103.8579902,
233 LOR 8 TOA PAYOH,1.3382109,103.8584432,
111 LOR 1 TOA PAYOH,1.3412293,103.8454701,
123 LOR 1 TOA PAYOH,1.3386519,103.8456788,
4 LOR 7 TOA PAYOH,1.3391094,103.8558209,
178 TOA PAYOH CTRL,1.3335739,103.8492063,
199 TOA PAYOH NTH,1.3419864,103.8506561,
205 TOA PAYOH NTH,1.3421469,103.8482103,
103 POTONG PASIR AVE 1,1.3341247,103.869496,
113 POTONG PASIR AVE 1,1.3362015,103.863436,
57 LOR 5 TOA PAYOH,1.3370817,103.8512847,
221 LOR 8 TOA PAYOH,1.3426271,103.8569747,
183 TOA PAYOH CTRL,1.3333603,103.8488455,
191 LOR 4 TOA PAYOH,1.3317936,103.8509847,
204 TOA PAYOH NTH,1.3414833,103.8490256,
213 LOR 8 TOA PAYOH,1.3410137,103.8542797,
145 POTONG PASIR AVE 2,1.3323852,103.8660583,
138 POTONG PASIR AVE 3,1.3335439,103.8654029,
16 JOO SENG RD,1.3365471,103.8802883,
229 LOR 8 TOA PAYOH,1.3387228,103.8591683,
216 LOR 8 TOA PAYOH,1.3424785,103.8541891,
215 LOR 8 TOA PAYOH,1.3418215,103.8550074,
131 MARSILING RISE,1.4384526,103.7782964,
202 MARSILING DR,1.4431022,103.775057,
7 MARSILING DR,1.4411773,103.7759988,
5 MARSILING DR,1.4394594,103.7750008,
336 WOODLANDS AVE 1,1.43043,103.781918,
105 WOODLANDS ST 13,1.436891,103.7815558,
214 MARSILING LANE,1.4465928,103.7738512,
115 YISHUN RING RD,1.4345474,103.828061,
130 YISHUN ST 11,1.4334812,103.831206,
704 YISHUN AVE 5,1.4293745,103.8289534,
703 YISHUN AVE 5,1.4296282,103.828917,
732 YISHUN AVE 5,1.429086,103.830239,
127 YISHUN ST 11,1.4341067,103.8306536,
126 YISHUN ST 11,1.4336378,103.8300194,
204 YISHUN ST 21,1.4306109,103.836163,
129 YISHUN ST 11,1.433887,103.8316869,
145 YISHUN ST 11,1.4310281,103.831765,
153 YISHUN ST 11,1.4312721,103.8341639,
158 YISHUN ST 11,1.4325977,103.8344931,
241 YISHUN RING RD,1.4321146,103.83922,
131 YISHUN ST 11,1.433214,103.831219,
245 YISHUN AVE 9,1.4345701,103.8419256,
275 YISHUN ST 22,1.437751,103.838555,
727 YISHUN ST 71,1.4262746,103.830956,
721 YISHUN ST 71,1.4261063,103.828917,
287 YISHUN AVE 6,1.439716,103.837591,
284 YISHUN AVE 6,1.4397674,103.8387898,
148 YISHUN ST 11,1.4319671,103.8323845,
225 YISHUN ST 21,1.43487,103.83578,
242 YISHUN RING RD,1.4329338,103.840239,
759 YISHUN ST 72,1.426276,103.833059,
209 YISHUN ST 21,1.43148,103.8377984,
212 YISHUN ST 21,1.431806,103.837363,
858 YISHUN AVE 4,1.417613,103.8382463,
174 ANG MO KIO AVE 4,1.3752431,103.8374311,
208 ANG MO KIO AVE 1,1.3654677,103.8426847,
319 ANG MO KIO AVE 1,1.3650738,103.8473951,
109 ANG MO KIO AVE 4,1.3701494,103.8376575,
422 ANG MO KIO AVE 3,1.3679063,103.851562,
576 ANG MO KIO AVE 10,1.3713958,103.8548659,
578 ANG MO KIO AVE 10,1.3718197,103.8549348,
556 ANG MO KIO AVE 10,1.3720459,103.8577221,
507 ANG MO KIO AVE 8,1.3744348,103.8502032,
541 ANG MO KIO AVE 10,1.373289,103.8560821,
623 ANG MO KIO AVE 9,1.3826974,103.8408731,
633 ANG MO KIO AVE 6,1.381223,103.8423224,
332 ANG MO KIO AVE 1,1.3616045,103.8519244,
229 ANG MO KIO AVE 3,1.3690836,103.8382463,
154 ANG MO KIO AVE 5,1.3763186,103.8414166,
334 ANG MO KIO AVE 1,1.3637714,103.8508826,
402 ANG MO KIO AVE 10,1.3615485,103.8552309,
714 ANG MO KIO AVE 6,1.371088,103.8462175,
729 ANG MO KIO AVE 6,1.3738738,103.8459457,
520 ANG MO KIO AVE 5,1.373385,103.851224,
551 ANG MO KIO AVE 10,1.3739454,103.858628,
84 BEDOK NTH ST 4,1.3317512,103.9396682,
88 BEDOK NTH ST 4,1.3327641,103.9394604,
423 BEDOK NTH AVE 1,1.3280035,103.9275863,
81 BEDOK NTH RD,1.3288806,103.9404575,
703 BEDOK RESERVOIR RD,1.3371946,103.9198822,
413 BEDOK NTH AVE 2,1.3303619,103.9309852,
604 BEDOK RESERVOIR RD,1.3307947,103.9129943,
19 BEDOK STH RD,1.3196254,103.9342936,
20 BEDOK STH RD,1.3198116,103.9337045,
99 BEDOK NTH AVE 4,1.3338248,103.9395057,
23 SIN MING RD,1.3543011,103.8358007,
313 SHUNFU RD,1.3513189,103.8380265,
176 BT BATOK WEST AVE 8,1.3459903,103.7415453,
168 BT BATOK WEST AVE 8,1.3471632,103.7413645,
166 BT BATOK WEST AVE 8,1.3472941,103.7429005,
162 BT BATOK ST 11,1.3479668,103.7417267,
7 HILLVIEW AVE,1.3663915,103.7623001,
8 HILLVIEW AVE,1.3660793,103.7624299,
147 BT BATOK WEST AVE 6,1.3495494,103.7436052,
181 BT BATOK WEST AVE 8,1.3456864,103.743446,
229 BT BATOK EAST AVE 3,1.3483329,103.7544899,
132 BT BATOK WEST AVE 6,1.3505632,103.745642,
235 BT BATOK EAST AVE 5,1.3485615,103.756142,
208 BT BATOK ST 21,1.3458934,103.7488545,
172 BT BATOK WEST AVE 8,1.345702,103.7407306,
104 BT BATOK CTRL,1.348997,103.7472936,
305 BT BATOK ST 31,1.3578147,103.7479694,
301 BT BATOK ST 31,1.3567114,103.7486935,
243 BT BATOK EAST AVE 5,1.349733,103.7562327,
110 BT BATOK WEST AVE 6,1.3475772,103.7457999,
102 BT BATOK WEST AVE 6,1.3477138,103.7475197,
171 BT BATOK WEST AVE 8,1.3461435,103.7403687,
32 JLN BT HO SWEE,1.2875293,103.8284641,
30 TELOK BLANGAH RISE,1.2730052,103.8203758,
33 TELOK BLANGAH WAY,1.2742268,103.8224586,
130 KIM TIAN RD,1.2805035,103.8292858,
32 LOWER DELTA RD,1.28891,103.8257257,
88 ZION RD,1.2917633,103.8330607,
90 ZION RD,1.2911569,103.8336268,
15 TELOK BLANGAH CRES,1.2771169,103.8206751,
22 TELOK BLANGAH CRES,1.2766159,103.819864,
20 TELOK BLANGAH CRES,1.2770373,103.8218525,
8 REDHILL CL,1.285135,103.816754,
3 REDHILL CL,1.284569,103.816687,
16 TAMAN HO SWEE,1.2880236,103.8316342,
51 NILE RD,1.289917,103.827693,
54 NILE RD,1.288929,103.829102,
24 JLN MEMBINA BARAT,1.2826831,103.8258604,
128 KIM TIAN RD,1.2816038,103.8290076,
24 TELOK BLANGAH CRES,1.2754417,103.820678,
23 TELOK BLANGAH CRES,1.2761723,103.8207692,
59 TELOK BLANGAH HTS,1.2754073,103.813614,
104 HENDERSON CRES,1.2894146,103.8214223,
95 HAVELOCK RD,1.2884916,103.8329475,
26 TELOK BLANGAH CRES,1.2767608,103.8189544,
5 FARRER RD,1.3164599,103.8073178,
10 JLN KUKOH,1.2869588,103.8390615,
3 TG PAGAR PLAZA,1.2756426,103.8424563,
263 WATERLOO ST,1.2987979,103.852002,
26 JLN BERSEH,1.3063,103.857566,
668 CHANDER RD,1.307587,103.8513808,
15 TECK WHYE LANE,1.3791755,103.7547584,
17 TECK WHYE LANE,1.3792536,103.7539437,
612 CLEMENTI WEST ST 1,1.303383,103.7683654,
364 CLEMENTI AVE 2,1.3123679,103.7687902,
428 CLEMENTI AVE 3,1.3125457,103.7631773,
327 CLEMENTI AVE 5,1.3139175,103.7665269,
352 CLEMENTI AVE 2,1.3146209,103.7715967,
513 WEST COAST RD,1.3086838,103.7601899,
374 CLEMENTI AVE 4,1.3190389,103.766889,
511 WEST COAST DR,1.3103659,103.760371,
410 COMMONWEALTH AVE WEST,1.3114119,103.769605,
324 CLEMENTI AVE 5,1.3150911,103.7660743,
350 CLEMENTI AVE 2,1.3156443,103.7702386,
318 CLEMENTI AVE 4,1.317986,103.7653953,
316 CLEMENTI AVE 4,1.3184303,103.76449,
348 CLEMENTI AVE 5,1.316748,103.7707819,
373 CLEMENTI AVE 4,1.3194755,103.7673417,
381 CLEMENTI AVE 5,1.3185204,103.7679754,
355 CLEMENTI AVE 2,1.3144494,103.7695597,
102 CLEMENTI ST 14,1.3222318,103.7692434,
95 ALJUNIED CRES,1.3213403,103.8863806,
124 GEYLANG EAST AVE 1,1.3184293,103.8868107,
414 EUNOS RD 5,1.318283,103.8982301,
32 CASSIA CRES,1.3094495,103.8839039,
95 OLD AIRPORT RD,1.3084089,103.8872582,
99 OLD AIRPORT RD,1.3085511,103.8879831,
315 UBI AVE 1,1.3291695,103.9029349,
314 UBI AVE 1,1.3293122,103.9035693,
313 UBI AVE 1,1.3291458,103.9038638,
2 HAIG RD,1.3123728,103.8976789,
122 GEYLANG EAST CTRL,1.317637,103.8849943,
34 CASSIA CRES,1.3095876,103.8845353,
31 BALAM RD,1.3299263,103.8858085,
324 UBI AVE 1,1.3282302,103.904045,
125 ALJUNIED RD,1.3233639,103.8817311,
22 EUNOS CRES,1.3248213,103.9019834,
51 SIMS DR,1.3163611,103.8789264,
50 SIMS DR,1.3165098,103.8783809,
19 HOUGANG AVE 3,1.3638607,103.8917889,
22 HOUGANG AVE 3,1.3643086,103.8903391,
129 LOR AH SOO,1.351509,103.8877113,
155 HOUGANG ST 11,1.3526506,103.8802813,
249 HOUGANG AVE 3,1.3596597,103.8917267,
6 TEBAN GDNS RD,1.321143,103.7442582,
34 TEBAN GDNS RD,1.319894,103.7417917,
339 JURONG EAST AVE 1,1.3494724,103.7315219,
402 PANDAN GDNS,1.3207458,103.7497798,
414 PANDAN GDNS,1.3201012,103.7472453,
239 JURONG EAST ST 21,1.3409328,103.7409092,
260 JURONG EAST ST 24,1.3437273,103.740187,
305 JURONG EAST ST 32,1.3454573,103.7355035,
219A JURONG EAST ST 21,1.3406595,103.7374697,
220 JURONG EAST ST 21,1.341099,103.7374697,
112 HO CHING RD,1.3339277,103.7237119,
440 JURONG WEST AVE 1,1.3512991,103.7227207,
531 JURONG WEST ST 52,1.3492177,103.7152995,
424 JURONG WEST AVE 1,1.3510492,103.72487,
537 JURONG WEST AVE 1,1.3506024,103.7165667,
412 JURONG WEST ST 42,1.3533252,103.7260658,
483 JURONG WEST ST 41,1.3473154,103.7252112,
532 JURONG WEST ST 52,1.3492135,103.7160235,
553 JURONG WEST ST 42,1.3532181,103.7190328,
401 JURONG WEST ST 42,1.3534704,103.7215617,
201 BOON LAY DR,1.3433675,103.7154547,
202 BOON LAY DR,1.3439618,103.7152305,
204 BOON LAY DR,1.3443655,103.7150948,
206 BOON LAY DR,1.3450979,103.7151403,
221 BOON LAY PL,1.3461938,103.7124483,
86 WHAMPOA DR,1.3231637,103.8558876,
93 GEYLANG BAHRU,1.3221502,103.8714766,
96 GEYLANG BAHRU,1.323298,103.870388,
34 JLN BAHAGIA,1.3270274,103.8577889,
27 JLN BAHAGIA,1.326073,103.8590131,
102 JLN RAJAH,1.3282172,103.851563,
6 ST. GEORGE'S LANE,1.3232004,103.859081,
42 CAMBRIDGE RD,1.3158636,103.8496597,
11 ST. GEORGE'S RD,1.323119,103.8632723,
38 UPP BOON KENG RD,1.317928,103.87424,
64 MARINE DR,1.302105,103.909392,
1 MARINE TER,1.3048678,103.9186134,
62 COMMONWEALTH DR,1.2985822,103.7971071,
29 TANGLIN HALT RD,1.2988789,103.7996652,
56 COMMONWEALTH DR,1.2975763,103.7971298,
45 TANGLIN HALT RD,1.2992328,103.7985107,
40 TANGLIN HALT RD,1.2980803,103.7985786,
162 MEI LING ST,1.2921875,103.8027214,
163 STIRLING RD,1.291904,103.8026439,
43 HOLLAND DR,1.3071086,103.7932361,
35 DOVER RD,1.299189,103.7833667,
91 COMMONWEALTH DR,1.3059922,103.8000472,
109 COMMONWEALTH CRES,1.3072895,103.7992027,
68 COMMONWEALTH DR,1.2990269,103.7960658,
15 GHIM MOH RD,1.3091282,103.7886408,
5 BUANGKOK STH FARMWAY 1,1.3911969,103.8670509,
1 SELETAR WEST FARMWAY 6,1.394499,103.86996,
2 SELETAR WEST FARMWAY 6,1.394657,103.870787,
4 LOR LEW LIAN,1.3501833,103.8764759,
306 SERANGOON AVE 2,1.3540474,103.8667816,
104 SERANGOON NTH AVE 1,1.3705717,103.8710439,
229 SERANGOON AVE 4,1.3559992,103.8702238,
118 SERANGOON NTH AVE 1,1.3676423,103.8708613,
122 SERANGOON NTH AVE 1,1.3666691,103.8712929,
307 SERANGOON AVE 2,1.354559,103.8669628,
231 SERANGOON AVE 3,1.3549177,103.8682312,
239 SERANGOON AVE 2,1.3533056,103.8684124,
238 SERANGOON AVE 2,1.3535216,103.8690466,
317 SERANGOON AVE 2,1.3525888,103.8659566,
408 TAMPINES ST 41,1.3587863,103.9452618,
417 TAMPINES ST 41,1.3587932,103.9471881,
206 TAMPINES ST 21,1.3508386,103.9523327,
139 TAMPINES ST 11,1.346859,103.944446,
909 TAMPINES AVE 4,1.3502557,103.9393697,
276 TAMPINES ST 22,1.3474818,103.9506103,
930 TAMPINES ST 91,1.3459355,103.9396416,
213 TAMPINES ST 23,1.3547808,103.9541458,
208 TAMPINES ST 21,1.3512003,103.9530579,
107 TAMPINES ST 11,1.3483749,103.948072,
915 TAMPINES ST 91,1.3486079,103.9395057,
911 TAMPINES ST 91,1.3498138,103.9398229,
931 TAMPINES ST 91,1.3458655,103.9390978,
448 TAMPINES ST 42,1.3574349,103.9509729,
449 TAMPINES ST 42,1.3570683,103.9510635,
230 TAMPINES ST 24,1.3559606,103.9526953,
419 TAMPINES ST 41,1.3582652,103.9467122,
423 TAMPINES ST 41,1.3571596,103.9479813,
815 TAMPINES AVE 4,1.3473389,103.9374662,
260 TAMPINES ST 21,1.3546583,103.9500663,
107 LOR 1 TOA PAYOH,1.3412736,103.8473045,
108 LOR 1 TOA PAYOH,1.3415664,103.8473045,
124 LOR 1 TOA PAYOH,1.3386174,103.8445417,
18 LOR 7 TOA PAYOH,1.3358021,103.8567256,
85 LOR 4 TOA PAYOH,1.3363581,103.8484195,
185 TOA PAYOH CTRL,1.3326401,103.8500005,
203 TOA PAYOH NTH,1.3420685,103.8491162,
194 KIM KEAT AVE,1.330963,103.8581751,
104 POTONG PASIR AVE 1,1.3343451,103.8692235,
47 LOR 6 TOA PAYOH,1.3369237,103.8540048,
217 LOR 8 TOA PAYOH,1.3426955,103.854642,
2A WOODLANDS CTR RD,1.4405184,103.7706461,
148 WOODLANDS ST 13,1.4357992,103.7740864,
172 WOODLANDS ST 13,1.4339806,103.777391,
215 MARSILING LANE,1.4475945,103.7720494,
731 YISHUN ST 72,1.4283169,103.8310968,
125 YISHUN ST 11,1.434319,103.8303514,
214 YISHUN ST 21,1.43153,103.836136,
124 YISHUN ST 11,1.4346195,103.8309213,
255 YISHUN RING RD,1.4343073,103.840624,
278 YISHUN ST 22,1.4382313,103.8379745,
754 YISHUN ST 72,1.4269573,103.8337174,
749 YISHUN ST 72,1.4284343,103.8337157,
139 YISHUN RING RD,1.431746,103.831366,
236 YISHUN RING RD,1.4341163,103.8388803,
269 YISHUN ST 22,1.437116,103.8403296,
155 YISHUN ST 11,1.431975,103.83404,
805 YISHUN RING RD,1.41758,103.831219,
475 ANG MO KIO AVE 10,1.362694,103.8566124,
533 ANG MO KIO AVE 5,1.3741984,103.8530114,
113 ANG MO KIO AVE 4,1.3718078,103.8359818,
325 ANG MO KIO AVE 3,1.3679324,103.8471233,
449 ANG MO KIO AVE 10,1.3678807,103.8559103,
